project_id,lead_id,entry_id,af,excerpt,original_af_tags,entry_created,geoWidget,scaleWidget,matrix2dWidget,dateRangeWidget,matrix1dWidget,multiselectWidget,organigramWidget
3939,117435,761141,2341,"New assessment of the earthquake which struck Morocco on the night of Friday September 8. The Interior Ministry indicates that the number of deaths rose to 2,946, including 2,944 buried, while there are now 5,674 injured. This assessment was finalized this Wednesday at 7:00 p.m.","{'geoWidget': [60875, 60909], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['humanitarian profile->casualties'], 'dateRangeWidget': ['08-09-2023']}",2023-09-22 05:45:13.093589+00:00,"[60875, 60909]",['fairly reliable'],,['08-09-2023'],['humanitarian profile->casualties'],,
3939,117804,759269,2341,"A earthquake of 6.8 magnitude shook Morocco on September 8, 2023, at 11 p.m. local time, followed by a magnitude 4.9 aftershock 19 minutes later. According to USGS, the quake originated deep below the surface, at a depth of 18.5 km with its epicenter identified in the High Atlas Mountains, 71km south-west of the city of Marrakesh. The earthquake was felt as far away as Portugal and Algeria.",{'matrix1dWidget': ['event/shock->shock/driver']},2023-09-20 09:15:12.385755+00:00,,,,,['event/shock->shock/driver'],,
3939,117804,759270,2341,"At least 2,901 people were killed, mostly in Marrakech and five provinces near the epicenter, and another 5,530  were  injured,  according  to  Morocco’s  Interior  Ministry.",{'matrix1dWidget': ['humanitarian profile->casualties']},2023-09-20 09:15:12.410606+00:00,,,,,['humanitarian profile->casualties'],,
3939,117804,759271,2341,"According  to  the  GDACS  report,  approximately 320,000  people  were  exposed  to  the  earthquake  with  the  remote  villages  nestled  in  the  High  Atlas  Mountains, right at the earthquake’s epicenter, suffering substantial losses.","{'matrix2dWidget': ['cross', 'humanitarian conditions->risks & vulnerabilities']}",2023-09-20 09:15:12.477270+00:00,,,"[['cross', 'humanitarian conditions->risks & vulnerabilities']]",,,,
3939,117804,759287,2341,"Many affected households are sleeping in open air or improvised collective shelters, although many public buildings sustained structural damage as well, rendering them usafe for occupancy.","{'matrix2dWidget': ['shelter', 'humanitarian conditions->coping mechanisms']}",2023-09-20 09:21:11.518832+00:00,,,"[['shelter', 'humanitarian conditions->coping mechanisms']]",,,,
3939,117804,759288,2341,"The earthquake also caused damage to the old city of Marrakech, a UNESCO World Heritage site, where a minaret toppled over and parts of the historic city walls collapsed along with some traditional houses.","{'matrix2dWidget': ['cross', 'shelter', 'scope & scale->damages & losses', 'scope & scale->damages & losses']}",2023-09-20 09:21:11.648250+00:00,,,"[['cross', 'scope & scale->damages & losses'], ['shelter', 'scope & scale->damages & losses']]",,,,
3939,117804,759303,2341,"According to Islamic Relief’s the earthquake caused significant harm  to  Morocco’s  health  infrastructures  and  systems,  with  hospitals  and  clinics  unable  to  function  due  to structural  damage.","{'matrix2dWidget': ['health', 'scope & scale->damages & losses']}",2023-09-20 09:33:11.311307+00:00,,,"[['health', 'scope & scale->damages & losses']]",,,,
3939,117804,759304,2341,"Moreover,  damaged  and/or  blocked  roads  prevent  ambulances  from  reaching  severely  affected communities, especially in mountainous areas where helicopters have been used to transport injured people to the hospitals.",{'matrix1dWidget': ['humanitarian access->physical constraints']},2023-09-20 09:33:11.336406+00:00,,,,,['humanitarian access->physical constraints'],,
3939,117804,759305,2341,"The numbers of people remaining in temporary shelters in their village and those displaced to other villages or provinces are unclear. The earthquake has affected about 100,000 children across all affected areas, who likely need protection assistance.","{'matrix2dWidget': ['protection', 'humanitarian conditions->humanitarian conditions']}",2023-09-20 09:33:11.424590+00:00,,,"[['protection', 'humanitarian conditions->humanitarian conditions']]",,,,
3939,117804,759351,2341,"The government has traditionally coped with water scarcity through dams and irrigation investments, but the latest drought has coincided with historically low water reserves, severely reducing water availability for irrigation.","{'matrix2dWidget': ['wash', 'humanitarian conditions->coping mechanisms']}",2023-09-20 09:54:11.991655+00:00,,,"[['wash', 'humanitarian conditions->coping mechanisms']]",,,,
3939,117804,759352,2341,"In 2023, Morocco’s economy faced challenges from supply shocks, including drought and rising commodity prices. Inflation in Morocco peaked at 8.3% in 2022 due to global supply chain disruptions according to the World Bank.",{'matrix1dWidget': ['context->economy']},2023-09-20 09:54:12.026627+00:00,,,,,['context->economy'],,
3939,117804,759429,2341,"In the short terms, basic emergency services connected to search and rescue effort, and maternal healthcare are the most imminent sectoral needs.Urgent replenishment of blood stocks is required to meet the increasing needs of patients in critical condition.","{'matrix2dWidget': ['health', 'humanitarian conditions->humanitarian conditions']}",2023-09-20 10:21:12.300210+00:00,,,"[['health', 'humanitarian conditions->humanitarian conditions']]",,,,
3939,117804,759274,2341,"In Taroudant Province, 60 paramedics are on the ground. Services provided include evacuation, first aid, transporting the wounded to the hospital, psychological support, reducing panic, organizing with the authorities and Supervision of food supplies, blankets, and tents shipped from the regional warehouse in Agadir.","{'matrix2dWidget': ['food', 'health', 'shelter', 'capacities & response->rcrc movement', 'capacities & response->rcrc movement', 'capacities & response->rcrc movement']}",2023-09-20 09:15:12.667342+00:00,,,"[['food', 'capacities & response->rcrc movement'], ['health', 'capacities & response->rcrc movement'], ['shelter', 'capacities & response->rcrc movement']]",,,,
3939,117804,759275,2341,"Moroccan Red Crescent (MRCS) distributed in El Hous: 600 tents, 3000 blankets, food aid for one month, and potable water for 600 families for 15 days.","{'matrix2dWidget': ['shelter', 'food', 'capacities & response->rcrc movement', 'capacities & response->rcrc movement']}",2023-09-20 09:15:12.797704+00:00,,,"[['shelter', 'capacities & response->rcrc movement'], ['food', 'capacities & response->rcrc movement']]",,,,
3939,117804,759289,2341,"According to an Unosat analysis performed on 10/9/2023, there are over 392 damaged structures and over 347 potentially damaged structures. According to Action for Humanity’s published situation report, the provinces of Chichaoua and Taroudant have been the hardest hit in terms of school dam- age.","{'matrix2dWidget': ['cross', 'education', 'scope & scale->damages & losses', 'scope & scale->damages & losses']}",2023-09-20 09:21:11.776730+00:00,,,"[['cross', 'scope & scale->damages & losses'], ['education', 'scope & scale->damages & losses']]",,,,
3939,117804,759310,2341,"The earthquake’s most extreme shake zone occurred in an area where residents are relatively lower wealth, and also occurred in a zone with limited access to hospitals and other health facilities . This has resulted in a significant strain on the health system, as the limited access to hospitals and health facilities has made it difficult for those affected by the earthquake to receive the medical attention they need.","{'matrix2dWidget': ['health', 'health', 'health', 'humanitarian conditions->living standards', 'scope & scale->drivers/aggravating factors', 'scope & scale->system disruption']}",2023-09-20 09:36:11.669573+00:00,,,"[['health', 'humanitarian conditions->living standards'], ['health', 'scope & scale->drivers/aggravating factors'], ['health', 'scope & scale->system disruption']]",,,,
3939,117804,759353,2341,"The average standard of living of households in real terms fell by 2.2% annually between 2019 and 2021, and forecasts show that this decline reachde 5.5% in 2022. Further, absolute poverty and vulnerability rates increased for the first time in decades, from 1.7% to 3% and from 7.3% to 10% respectively between 2019 and 2021.","{'matrix1dWidget': ['context->economy'], 'matrix2dWidget': ['livelihoods', 'humanitarian conditions->physical & mental wellbeing']}",2023-09-20 09:54:12.132607+00:00,,,"[['livelihoods', 'humanitarian conditions->physical & mental wellbeing']]",,['context->economy'],,
3939,117804,759354,2341,Temporary Shelters and NFIs are a immediate priority need due to large amount of damage and loss of household items.,"{'matrix2dWidget': ['shelter', 'cross', 'shelter', 'cross', 'scope & scale->drivers/aggravating factors', 'scope & scale->drivers/aggravating factors', 'humanitarian conditions->humanitarian conditions', 'humanitarian conditions->humanitarian conditions']}",2023-09-20 09:54:12.281089+00:00,,,"[['shelter', 'scope & scale->drivers/aggravating factors'], ['cross', 'scope & scale->drivers/aggravating factors'], ['shelter', 'humanitarian conditions->humanitarian conditions'], ['cross', 'humanitarian conditions->humanitarian conditions']]",,,,
3939,117804,759381,2341,"The lack of temporary collective shelter solutions is leading to overcrowding or to households sleeping in open air, exposing them to public health risks as well as safety and security threats, including SGBVs","{'matrix2dWidget': ['shelter', 'protection', 'livelihoods', 'shelter', 'humanitarian conditions->living standards', 'humanitarian conditions->risks & vulnerabilities', 'humanitarian conditions->risks & vulnerabilities', 'humanitarian conditions->coping mechanisms']}",2023-09-20 10:00:12.093974+00:00,,,"[['shelter', 'humanitarian conditions->living standards'], ['protection', 'humanitarian conditions->risks & vulnerabilities'], ['livelihoods', 'humanitarian conditions->risks & vulnerabilities'], ['shelter', 'humanitarian conditions->coping mechanisms']]",,,,
3939,117804,759382,2341,"According to reuters Some remote villages, like Tinmel, are in need of essential supplies, including tents, blankets, food, water, and medicine.","{'matrix2dWidget': ['health', 'wash', 'food', 'shelter', 'humanitarian conditions->humanitarian conditions', 'humanitarian conditions->humanitarian conditions', 'humanitarian conditions->humanitarian conditions', 'humanitarian conditions->humanitarian conditions']}",2023-09-20 10:00:12.347305+00:00,,,"[['health', 'humanitarian conditions->humanitarian conditions'], ['wash', 'humanitarian conditions->humanitarian conditions'], ['food', 'humanitarian conditions->humanitarian conditions'], ['shelter', 'humanitarian conditions->humanitarian conditions']]",,,,
3939,117804,759430,2341,"Damage and losses in the health sectors have further undermined access to basic health services from the affected population, especially in rural and mountains communities. Before the event, Morocco registered a persistent shortage of human resources, with only 7.2 doctors per 10,000 inhabitants on average, and maternal mortality rates that remained 2.5 times higher in rural areas than in urban areas, with neonatal mortality accounting for 75% of infant mortality.","{'matrix2dWidget': ['health', 'humanitarian conditions->living standards']}",2023-09-20 10:21:12.387170+00:00,,,"[['health', 'humanitarian conditions->living standards']]",,,,
3939,117804,759431,2341,"According to CNN a makeshift field hospital has been set up near Asni, staffed with doctors and nurses to provide medical care to earthquake survivors.","{'matrix2dWidget': ['health', 'capacities & response->government and local authorities']}",2023-09-20 10:21:12.475133+00:00,,,"[['health', 'capacities & response->government and local authorities']]",,,,
3939,117804,759432,2341,Access to safe drinking water and safe and adequate sanitation facilities are a priority need for rural and remote communities as well as for internal displacement hotspots.,"{'matrix2dWidget': ['wash', 'humanitarian conditions->humanitarian conditions']}",2023-09-20 10:21:12.562496+00:00,,,"[['wash', 'humanitarian conditions->humanitarian conditions']]",,,,
3939,117804,759433,2341,"Lack of access and demographic pressure on existing services may lead to harmful WASH practices, exposing affected population to water-borned diseases and epidemics.","{'matrix2dWidget': ['wash', 'humanitarian conditions->living standards']}",2023-09-20 10:21:12.649841+00:00,,,"[['wash', 'humanitarian conditions->living standards']]",,,,
3939,117804,759434,2341,"According to CNN Many villages, including Asni, have been severely affected, with residents facing challenges like collapsed buildings, lack of water, and disrupted daily life. According to Acaps There is also a severe shortage of clean water, aggravated by the pre-existing lack of potable water in al-Haouz","{'matrix2dWidget': ['cross', 'cross', 'wash', 'wash', 'scope & scale->system disruption', 'scope & scale->damages & losses', 'scope & scale->drivers/aggravating factors', 'humanitarian conditions->living standards']}",2023-09-20 10:21:12.839907+00:00,,,"[['cross', 'scope & scale->system disruption'], ['cross', 'scope & scale->damages & losses'], ['wash', 'scope & scale->drivers/aggravating factors'], ['wash', 'humanitarian conditions->living standards']]",,,,
3939,117804,759442,2341,"According to WFP 7.1 million people in country are food insecure while poor households rely on school feeding for their children. With significant losses in terms of homes, assets and livelihoods, as well as school and education services being suspended, most vulnerable households may resort to negative copying mechanisms if not assisted.","{'matrix2dWidget': ['food', 'humanitarian conditions->physical & mental wellbeing']}",2023-09-20 10:24:12.293219+00:00,,,"[['food', 'humanitarian conditions->physical & mental wellbeing']]",,,,
3939,117804,759443,2341,"Among poor and vulnerable populations, gender inequalities render women particularly vulnerable to food insecurity.","{'matrix2dWidget': ['food', 'humanitarian conditions->risks & vulnerabilities']}",2023-09-20 10:24:12.359669+00:00,,,"[['food', 'humanitarian conditions->risks & vulnerabilities']]",,,,
3939,117805,760238,2341,"Cáritas initially mobilizes 30,000 euros to meet the basic needs of the victims of the earthquake that shook a good part of the Maghreb country.","{'matrix2dWidget': ['cross', 'capacities & response->international actors']}",2023-09-21 07:54:11.896333+00:00,,,"[['cross', 'capacities & response->international actors']]",,,,
3939,117805,760254,2341,"The organization's local teams have traveled these days to Marrakech and the surrounding mountain villages to assess the urgent need for help. After an initial assessment of the situation, the local Cáritas has sent the first convoys with electric generators, first-need kits, blankets, clothing, first aid kits and medicines, and food. Cáritas Marrakech has also been in charge of finding accommodation for dozens of sub-Saharans who were left homeless after the destruction of the city.","{'geoWidget': [60913, 60875], 'scaleWidget': ['usually reliable'], 'matrix2dWidget': ['food', 'health', 'shelter', 'logistics', 'capacities & response->national actors', 'capacities & response->national actors', 'capacities & response->national actors', 'capacities & response->national actors'], 'dateRangeWidget': ['15-09-2023']}",2023-09-21 08:00:16.539484+00:00,"[60913, 60875]",['usually reliable'],"[['food', 'capacities & response->national actors'], ['health', 'capacities & response->national actors'], ['shelter', 'capacities & response->national actors'], ['logistics', 'capacities & response->national actors']]",['15-09-2023'],,,
3939,117806,760551,2341,"By 14th September 2023, the Morocco earthquake resulted in 2,946 deaths, affecting up to 450,000 individuals. Subsequent internal displacement saw Marrakesh and Taroudant's populations surge. Accessibility improved in key areas like Ighil post-earthquake, although comprehensive data on road blockages and detailed casualty numbers at the village level remain gaps in the current information.","{'geoWidget': [60875, 60883], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['humanitarian profile->casualties'], 'matrix2dWidget': ['cross', 'humanitarian conditions->living standards'], 'dateRangeWidget': ['15-09-2023']}",2023-09-21 09:48:12.539400+00:00,"[60875, 60883]",['fairly reliable'],"[['cross', 'humanitarian conditions->living standards']]",['15-09-2023'],['humanitarian profile->casualties'],,
3939,117806,760596,2341,"Immediate attention is directed towards rescue efforts and clearing debris. Essential necessities such as water, food, and shelter are urgently needed for the victims. While healthcare, sanitation, and mental health support are widely required, there is a pressing demand for non-food items like blankets and warm clothing.","{'geoWidget': [60875, 60883], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['cross', 'wash', 'shelter', 'health', 'humanitarian conditions->humanitarian conditions', 'humanitarian conditions->humanitarian conditions', 'humanitarian conditions->humanitarian conditions', 'humanitarian conditions->humanitarian conditions'], 'dateRangeWidget': ['15-09-2023']}",2023-09-21 09:54:12.477202+00:00,"[60875, 60883]",['fairly reliable'],"[['cross', 'humanitarian conditions->humanitarian conditions'], ['wash', 'humanitarian conditions->humanitarian conditions'], ['shelter', 'humanitarian conditions->humanitarian conditions'], ['health', 'humanitarian conditions->humanitarian conditions']]",['15-09-2023'],,,
